subscription_id,user_id,churn_date,churn_reason,mrr
50736,10736,2025-12-18,Missing features or platform limitations,15.0
50737,10737,2024-02-21,Underutilization / poor feature onboarding,99.0
50739,10739,2025-12-08,Missing features or platform limitations,15.0
50748,10748,2023-12-10,Switched to direct competitor,99.0
50750,10750,2024-09-18,Underutilization / poor feature onboarding,15.0
50751,10751,2025-04-10,Technical support backlog / unresolved SLA,15.0
50753,10753,2025-12-05,Underutilization / poor feature onboarding,15.0
50754,10754,2024-12-12,Switched to direct competitor,15.0
50755,10755,2024-08-29,Price is too high / Budget cuts,15.0
50757,10757,2023-04-24,Underutilization / poor feature onboarding,15.0
50760,10760,2023-05-24,Price is too high / Budget cuts,15.0
50761,10761,2024-10-20,Switched to direct competitor,15.0
50765,10765,2024-02-12,Technical support backlog / unresolved SLA,15.0
50767,10767,2024-12-23,Underutilization / poor feature onboarding,15.0
50770,10770,2024-08-19,Price is too high / Budget cuts,15.0
50771,10771,2025-12-21,Price is too high / Budget cuts,499.0
50779,10779,2024-08-01,Technical support backlog / unresolved SLA,15.0
50783,10783,2025-03-09,Price is too high / Budget cuts,15.0
50786,10786,2025-12-14,Price is too high / Budget cuts,15.0
50794,10794,2025-04-08,Switched to direct competitor,15.0
50797,10797,2025-12-06,Technical support backlog / unresolved SLA,99.0
50800,10800,2023-08-07,Price is too high / Budget cuts,15.0
50801,10801,2025-12-03,Price is too high / Budget cuts,15.0
50803,10803,2025-12-03,Technical support backlog / unresolved SLA,99.0
50804,10804,2024-09-30,Switched to direct competitor,499.0
50806,10806,2023-12-05,Switched to direct competitor,99.0
50807,10807,2024-08-07,Price is too high / Budget cuts,15.0
50811,10811,2025-12-08,Missing features or platform limitations,99.0
50814,10814,2025-12-20,Underutilization / poor feature onboarding,15.0
50816,10816,2025-04-06,Missing features or platform limitations,99.0
50820,10820,2024-05-02,Underutilization / poor feature onboarding,15.0
50821,10821,2024-03-29,Missing features or platform limitations,99.0
50824,10824,2023-10-18,Switched to direct competitor,499.0
50826,10826,2023-09-25,Switched to direct competitor,99.0
50828,10828,2025-02-18,Price is too high / Budget cuts,15.0
50829,10829,2024-10-30,Price is too high / Budget cuts,15.0
50834,10834,2024-07-12,Price is too high / Budget cuts,15.0
50837,10837,2025-03-14,Price is too high / Budget cuts,15.0
50840,10840,2024-04-15,Technical support backlog / unresolved SLA,15.0
50841,10841,2025-09-09,Technical support backlog / unresolved SLA,15.0
50842,10842,2025-06-09,Missing features or platform limitations,15.0
50843,10843,2024-12-09,Missing features or platform limitations,15.0
50844,10844,2024-12-13,Switched to direct competitor,99.0
50846,10846,2025-08-11,Missing features or platform limitations,15.0
50848,10848,2025-12-31,Switched to direct competitor,15.0
50849,10849,2023-05-18,Price is too high / Budget cuts,99.0
50854,10854,2024-03-27,Switched to direct competitor,15.0
50858,10858,2023-04-12,Price is too high / Budget cuts,99.0
50861,10861,2024-05-02,Technical support backlog / unresolved SLA,15.0
50862,10862,2024-12-24,Switched to direct competitor,99.0
50864,10864,2025-07-22,Missing features or platform limitations,15.0
50868,10868,2025-07-17,Price is too high / Budget cuts,15.0
50870,10870,2025-12-29,Price is too high / Budget cuts,15.0
50871,10871,2025-03-29,Underutilization / poor feature onboarding,15.0
50873,10873,2025-05-14,Underutilization / poor feature onboarding,99.0
50875,10875,2025-10-13,Underutilization / poor feature onboarding,15.0
50878,10878,2024-04-27,Underutilization / poor feature onboarding,15.0
50879,10879,2025-03-07,Price is too high / Budget cuts,15.0
50881,10881,2025-11-12,Missing features or platform limitations,15.0
50882,10882,2025-09-22,Technical support backlog / unresolved SLA,15.0
50884,10884,2024-05-20,Price is too high / Budget cuts,15.0
50888,10888,2025-02-02,Price is too high / Budget cuts,99.0
50889,10889,2025-08-31,Switched to direct competitor,99.0
50890,10890,2025-04-29,Underutilization / poor feature onboarding,99.0
50893,10893,2024-07-08,Switched to direct competitor,15.0
50895,10895,2024-08-17,Underutilization / poor feature onboarding,15.0
50896,10896,2025-11-27,Price is too high / Budget cuts,15.0
50897,10897,2025-12-06,Switched to direct competitor,15.0
50898,10898,2025-12-28,Technical support backlog / unresolved SLA,15.0
50899,10899,2024-11-20,Price is too high / Budget cuts,15.0
50901,10901,2024-12-27,Price is too high / Budget cuts,15.0
50903,10903,2025-10-18,Price is too high / Budget cuts,15.0
50905,10905,2025-06-21,Switched to direct competitor,499.0
50906,10906,2024-09-10,Price is too high / Budget cuts,99.0
50908,10908,2025-09-22,Technical support backlog / unresolved SLA,15.0
50909,10909,2025-05-14,Price is too high / Budget cuts,99.0
50914,10914,2025-12-26,Underutilization / poor feature onboarding,15.0
50915,10915,2023-12-04,Switched to direct competitor,99.0
50919,10919,2024-01-09,Price is too high / Budget cuts,15.0
50922,10922,2025-01-13,Switched to direct competitor,499.0
50923,10923,2025-10-10,Price is too high / Budget cuts,15.0
50927,10927,2024-08-31,Price is too high / Budget cuts,99.0
50930,10930,2024-10-13,Price is too high / Budget cuts,15.0
50932,10932,2025-12-08,Price is too high / Budget cuts,99.0
50935,10935,2024-09-06,Underutilization / poor feature onboarding,15.0
50940,10940,2024-02-21,Price is too high / Budget cuts,15.0
50942,10942,2024-10-26,Price is too high / Budget cuts,15.0
50943,10943,2024-07-12,Underutilization / poor feature onboarding,15.0
50946,10946,2025-02-06,Switched to direct competitor,15.0
50948,10948,2025-04-05,Underutilization / poor feature onboarding,15.0
50949,10949,2025-07-29,Price is too high / Budget cuts,15.0
50950,10950,2025-03-12,Price is too high / Budget cuts,15.0
50951,10951,2025-01-23,Switched to direct competitor,99.0
50952,10952,2025-12-26,Missing features or platform limitations,499.0
50953,10953,2024-06-15,Switched to direct competitor,15.0
50954,10954,2023-12-02,Price is too high / Budget cuts,15.0
50956,10956,2025-09-04,Underutilization / poor feature onboarding,15.0
50958,10958,2025-04-27,Price is too high / Budget cuts,15.0
50959,10959,2024-11-12,Missing features or platform limitations,99.0
50967,10967,2025-12-31,Underutilization / poor feature onboarding,15.0
50969,10969,2024-11-24,Underutilization / poor feature onboarding,99.0
50970,10970,2026-01-01,Underutilization / poor feature onboarding,15.0
50971,10971,2024-05-27,Price is too high / Budget cuts,15.0
50972,10972,2024-12-08,Underutilization / poor feature onboarding,15.0
50974,10974,2023-10-10,Missing features or platform limitations,15.0
50978,10978,2025-06-01,Underutilization / poor feature onboarding,15.0
50980,10980,2025-03-28,Underutilization / poor feature onboarding,99.0
50981,10981,2024-09-18,Price is too high / Budget cuts,15.0
50982,10982,2024-12-13,Underutilization / poor feature onboarding,99.0
50985,10985,2023-05-01,Price is too high / Budget cuts,15.0
50987,10987,2023-05-26,Price is too high / Budget cuts,15.0
50990,10990,2023-06-05,Switched to direct competitor,15.0
50992,10992,2025-11-26,Switched to direct competitor,99.0
50994,10994,2025-12-23,Underutilization / poor feature onboarding,99.0
50997,10997,2024-05-02,Price is too high / Budget cuts,15.0
50998,10998,2024-04-02,Price is too high / Budget cuts,15.0
50999,10999,2025-12-22,Missing features or platform limitations,99.0
51002,11002,2025-04-02,Switched to direct competitor,15.0
51004,11004,2023-10-08,Price is too high / Budget cuts,15.0
51006,11006,2023-04-17,Underutilization / poor feature onboarding,15.0
51009,11009,2024-03-20,Underutilization / poor feature onboarding,15.0
51014,11014,2023-12-07,Price is too high / Budget cuts,99.0
51015,11015,2025-04-13,Missing features or platform limitations,99.0
51016,11016,2024-04-26,Price is too high / Budget cuts,15.0
51017,11017,2025-06-07,Switched to direct competitor,15.0
51019,11019,2023-12-30,Missing features or platform limitations,15.0
51021,11021,2024-02-27,Switched to direct competitor,15.0
51025,11025,2025-02-21,Price is too high / Budget cuts,15.0
51028,11028,2024-06-27,Price is too high / Budget cuts,15.0
51031,11031,2025-11-28,Technical support backlog / unresolved SLA,15.0
51033,11033,2025-12-06,Switched to direct competitor,99.0
51035,11035,2025-10-08,Underutilization / poor feature onboarding,15.0
51036,11036,2025-02-03,Missing features or platform limitations,99.0
51039,11039,2023-06-25,Missing features or platform limitations,15.0
51044,11044,2024-06-29,Price is too high / Budget cuts,15.0
51045,11045,2023-07-03,Switched to direct competitor,15.0
51046,11046,2024-10-14,Price is too high / Budget cuts,15.0
51047,11047,2025-05-23,Switched to direct competitor,499.0
51048,11048,2025-12-14,Technical support backlog / unresolved SLA,499.0
51049,11049,2025-06-12,Switched to direct competitor,15.0
51052,11052,2025-12-28,Price is too high / Budget cuts,15.0
51053,11053,2023-01-08,Underutilization / poor feature onboarding,15.0
51056,11056,2025-04-05,Switched to direct competitor,99.0
51065,11065,2024-11-29,Underutilization / poor feature onboarding,15.0
51067,11067,2024-04-24,Price is too high / Budget cuts,15.0
51069,11069,2025-12-10,Technical support backlog / unresolved SLA,99.0
51071,11071,2024-06-08,Missing features or platform limitations,99.0
51072,11072,2022-12-23,Underutilization / poor feature onboarding,15.0
51073,11073,2024-03-20,Switched to direct competitor,99.0
51074,11074,2025-09-16,Price is too high / Budget cuts,15.0
51078,11078,2025-12-22,Underutilization / poor feature onboarding,15.0
51083,11083,2024-07-21,Missing features or platform limitations,15.0
51086,11086,2024-08-01,Technical support backlog / unresolved SLA,15.0
51089,11089,2025-03-24,Switched to direct competitor,15.0
51091,11091,2024-12-07,Underutilization / poor feature onboarding,15.0
51092,11092,2024-12-12,Underutilization / poor feature onboarding,99.0
51094,11094,2025-04-11,Underutilization / poor feature onboarding,99.0
51095,11095,2025-08-03,Price is too high / Budget cuts,15.0
51101,11101,2023-06-19,Price is too high / Budget cuts,15.0
51104,11104,2025-05-16,Price is too high / Budget cuts,15.0
51105,11105,2025-05-16,Price is too high / Budget cuts,15.0
51106,11106,2025-01-09,Switched to direct competitor,15.0
51107,11107,2025-12-11,Missing features or platform limitations,499.0
51108,11108,2025-01-26,Underutilization / poor feature onboarding,15.0
51110,11110,2025-12-10,Switched to direct competitor,15.0
51111,11111,2023-12-26,Price is too high / Budget cuts,15.0
51112,11112,2023-11-12,Price is too high / Budget cuts,15.0
51114,11114,2023-03-07,Underutilization / poor feature onboarding,15.0
51116,11116,2025-06-14,Missing features or platform limitations,99.0
51118,11118,2024-11-29,Underutilization / poor feature onboarding,499.0
51123,11123,2024-03-01,Underutilization / poor feature onboarding,15.0
51125,11125,2024-05-10,Underutilization / poor feature onboarding,15.0
51126,11126,2024-08-04,Missing features or platform limitations,99.0
51128,11128,2024-09-27,Underutilization / poor feature onboarding,15.0
51130,11130,2024-08-31,Missing features or platform limitations,15.0
51131,11131,2025-08-18,Switched to direct competitor,15.0
51136,11136,2024-09-29,Underutilization / poor feature onboarding,15.0
51137,11137,2024-11-24,Underutilization / poor feature onboarding,15.0
51138,11138,2023-02-19,Switched to direct competitor,99.0
51141,11141,2025-01-24,Technical support backlog / unresolved SLA,15.0
51143,11143,2024-10-05,Price is too high / Budget cuts,99.0
51144,11144,2024-06-24,Switched to direct competitor,15.0
51145,11145,2024-01-16,Price is too high / Budget cuts,15.0
51146,11146,2025-10-03,Price is too high / Budget cuts,15.0
51148,11148,2023-12-07,Price is too high / Budget cuts,15.0
51149,11149,2025-01-06,Switched to direct competitor,15.0
51151,11151,2025-12-27,Underutilization / poor feature onboarding,15.0
51153,11153,2023-07-25,Price is too high / Budget cuts,15.0
51154,11154,2025-04-05,Missing features or platform limitations,99.0
51158,11158,2025-04-24,Switched to direct competitor,15.0
51160,11160,2024-05-28,Underutilization / poor feature onboarding,15.0
51161,11161,2025-12-07,Switched to direct competitor,99.0
51162,11162,2024-04-25,Switched to direct competitor,99.0
51163,11163,2024-07-11,Price is too high / Budget cuts,15.0
51165,11165,2024-06-16,Switched to direct competitor,15.0
51171,11171,2025-08-22,Price is too high / Budget cuts,99.0
51173,11173,2024-12-30,Technical support backlog / unresolved SLA,499.0
51174,11174,2024-08-20,Switched to direct competitor,99.0
51175,11175,2024-06-24,Technical support backlog / unresolved SLA,499.0
51178,11178,2024-10-04,Missing features or platform limitations,99.0
51180,11180,2024-10-25,Price is too high / Budget cuts,15.0
51182,11182,2023-08-18,Underutilization / poor feature onboarding,15.0
51184,11184,2024-08-24,Technical support backlog / unresolved SLA,99.0
51185,11185,2022-11-15,Underutilization / poor feature onboarding,15.0
51186,11186,2024-02-23,Missing features or platform limitations,15.0
51188,11188,2024-12-02,Switched to direct competitor,99.0
51190,11190,2024-01-20,Price is too high / Budget cuts,15.0
51191,11191,2025-11-03,Price is too high / Budget cuts,15.0
51197,11197,2024-08-17,Price is too high / Budget cuts,15.0
51206,11206,2024-10-18,Underutilization / poor feature onboarding,15.0
51208,11208,2025-08-08,Technical support backlog / unresolved SLA,15.0
51209,11209,2025-12-23,Price is too high / Budget cuts,15.0
51210,11210,2023-07-04,Price is too high / Budget cuts,15.0
51212,11212,2024-02-04,Switched to direct competitor,15.0
51213,11213,2024-12-31,Technical support backlog / unresolved SLA,15.0
51214,11214,2024-04-17,Underutilization / poor feature onboarding,15.0
51215,11215,2023-12-15,Switched to direct competitor,15.0
51216,11216,2024-09-02,Price is too high / Budget cuts,15.0
51217,11217,2025-12-21,Technical support backlog / unresolved SLA,499.0
51219,11219,2024-07-26,Missing features or platform limitations,15.0
51222,11222,2023-05-06,Technical support backlog / unresolved SLA,15.0
51227,11227,2025-01-30,Underutilization / poor feature onboarding,99.0
51230,11230,2025-07-09,Technical support backlog / unresolved SLA,15.0
51232,11232,2024-04-01,Switched to direct competitor,15.0
51233,11233,2025-08-19,Technical support backlog / unresolved SLA,15.0
51235,11235,2024-07-19,Underutilization / poor feature onboarding,15.0
51236,11236,2024-10-24,Technical support backlog / unresolved SLA,15.0
51242,11242,2024-12-11,Underutilization / poor feature onboarding,15.0
51245,11245,2024-06-07,Price is too high / Budget cuts,15.0
51246,11246,2024-12-14,Underutilization / poor feature onboarding,15.0
51249,11249,2025-08-07,Technical support backlog / unresolved SLA,15.0
51252,11252,2024-06-06,Underutilization / poor feature onboarding,15.0
51253,11253,2025-10-06,Switched to direct competitor,15.0
51255,11255,2024-07-25,Underutilization / poor feature onboarding,15.0
51256,11256,2023-08-03,Price is too high / Budget cuts,15.0
51257,11257,2023-12-09,Switched to direct competitor,15.0
51258,11258,2025-07-05,Price is too high / Budget cuts,15.0
51259,11259,2023-05-24,Technical support backlog / unresolved SLA,15.0
51263,11263,2025-12-06,Underutilization / poor feature onboarding,15.0
51268,11268,2024-12-27,Price is too high / Budget cuts,15.0
51270,11270,2025-12-03,Price is too high / Budget cuts,15.0
51271,11271,2025-03-25,Switched to direct competitor,99.0
51274,11274,2025-02-26,Missing features or platform limitations,499.0
51277,11277,2025-01-07,Underutilization / poor feature onboarding,15.0
51278,11278,2023-01-18,Price is too high / Budget cuts,15.0
51279,11279,2024-11-14,Price is too high / Budget cuts,15.0
51282,11282,2024-11-20,Underutilization / poor feature onboarding,99.0
51283,11283,2023-12-21,Technical support backlog / unresolved SLA,15.0
51286,11286,2023-05-03,Switched to direct competitor,15.0
51287,11287,2025-05-28,Underutilization / poor feature onboarding,15.0
51289,11289,2024-12-26,Missing features or platform limitations,99.0
51290,11290,2024-07-12,Technical support backlog / unresolved SLA,99.0
51292,11292,2024-06-12,Underutilization / poor feature onboarding,15.0
51297,11297,2023-02-26,Price is too high / Budget cuts,15.0
51299,11299,2025-12-16,Missing features or platform limitations,99.0
51300,11300,2025-06-20,Price is too high / Budget cuts,15.0
51303,11303,2025-09-07,Price is too high / Budget cuts,15.0
51305,11305,2023-09-15,Underutilization / poor feature onboarding,15.0
51306,11306,2024-02-21,Switched to direct competitor,15.0
51308,11308,2022-02-16,Underutilization / poor feature onboarding,15.0
51309,11309,2024-05-02,Underutilization / poor feature onboarding,15.0
51311,11311,2025-07-23,Switched to direct competitor,15.0
51312,11312,2023-04-01,Price is too high / Budget cuts,15.0
51314,11314,2022-12-08,Price is too high / Budget cuts,15.0
51315,11315,2025-12-03,Underutilization / poor feature onboarding,15.0
51317,11317,2025-04-16,Switched to direct competitor,15.0
51319,11319,2025-12-20,Technical support backlog / unresolved SLA,15.0
51324,11324,2024-03-29,Technical support backlog / unresolved SLA,15.0
51333,11333,2025-10-16,Technical support backlog / unresolved SLA,15.0
51334,11334,2025-10-23,Underutilization / poor feature onboarding,99.0
51339,11339,2023-05-20,Switched to direct competitor,15.0
51341,11341,2024-06-25,Switched to direct competitor,99.0
51342,11342,2025-10-22,Price is too high / Budget cuts,15.0
51343,11343,2023-03-21,Missing features or platform limitations,15.0
51344,11344,2024-06-09,Underutilization / poor feature onboarding,15.0
51354,11354,2024-05-03,Switched to direct competitor,99.0
51355,11355,2025-12-18,Technical support backlog / unresolved SLA,15.0
51358,11358,2023-10-25,Switched to direct competitor,15.0
51360,11360,2025-09-04,Price is too high / Budget cuts,15.0
51363,11363,2024-09-01,Price is too high / Budget cuts,15.0
51367,11367,2025-09-13,Price is too high / Budget cuts,15.0
51368,11368,2025-12-27,Missing features or platform limitations,15.0
51370,11370,2025-09-05,Price is too high / Budget cuts,15.0
51372,11372,2023-07-16,Underutilization / poor feature onboarding,15.0
51375,11375,2025-12-15,Switched to direct competitor,15.0
51376,11376,2022-04-11,Switched to direct competitor,15.0
51379,11379,2024-08-11,Price is too high / Budget cuts,15.0
51383,11383,2025-01-13,Underutilization / poor feature onboarding,15.0
51385,11385,2024-09-04,Technical support backlog / unresolved SLA,15.0
51392,11392,2024-02-07,Price is too high / Budget cuts,15.0
51395,11395,2025-03-18,Price is too high / Budget cuts,15.0
51398,11398,2024-05-24,Underutilization / poor feature onboarding,15.0
51399,11399,2025-11-19,Price is too high / Budget cuts,15.0
51405,11405,2024-09-11,Underutilization / poor feature onboarding,15.0
51411,11411,2025-01-16,Technical support backlog / unresolved SLA,15.0
51412,11412,2025-12-31,Price is too high / Budget cuts,15.0
51414,11414,2025-12-21,Switched to direct competitor,15.0
51415,11415,2023-12-18,Missing features or platform limitations,15.0
51419,11419,2024-12-26,Missing features or platform limitations,499.0
51420,11420,2024-07-02,Price is too high / Budget cuts,99.0
51424,11424,2025-09-01,Underutilization / poor feature onboarding,15.0
51426,11426,2025-12-28,Technical support backlog / unresolved SLA,99.0
51427,11427,2025-05-12,Underutilization / poor feature onboarding,99.0
51433,11433,2023-01-12,Switched to direct competitor,15.0
51434,11434,2025-03-20,Price is too high / Budget cuts,99.0
51435,11435,2024-02-04,Switched to direct competitor,99.0
51436,11436,2023-01-06,Switched to direct competitor,499.0
51437,11437,2025-07-11,Price is too high / Budget cuts,15.0
51439,11439,2024-03-05,Switched to direct competitor,15.0
51441,11441,2024-12-03,Price is too high / Budget cuts,99.0
51442,11442,2025-09-25,Price is too high / Budget cuts,15.0
51445,11445,2025-12-11,Underutilization / poor feature onboarding,15.0
51446,11446,2025-07-16,Underutilization / poor feature onboarding,15.0
51449,11449,2025-12-22,Price is too high / Budget cuts,99.0
51450,11450,2025-03-02,Switched to direct competitor,15.0
51454,11454,2025-03-27,Switched to direct competitor,499.0
51457,11457,2025-12-31,Underutilization / poor feature onboarding,99.0
51458,11458,2025-05-03,Underutilization / poor feature onboarding,99.0
51460,11460,2025-06-13,Underutilization / poor feature onboarding,15.0
51461,11461,2024-09-10,Underutilization / poor feature onboarding,15.0
51462,11462,2024-07-29,Switched to direct competitor,15.0
51463,11463,2024-09-22,Missing features or platform limitations,499.0
51464,11464,2025-12-21,Missing features or platform limitations,15.0
51465,11465,2024-12-12,Technical support backlog / unresolved SLA,15.0
51466,11466,2023-04-03,Technical support backlog / unresolved SLA,99.0
51467,11467,2023-07-09,Price is too high / Budget cuts,15.0
51469,11469,2025-04-25,Price is too high / Budget cuts,15.0
51471,11471,2025-03-17,Technical support backlog / unresolved SLA,99.0
51474,11474,2025-06-16,Underutilization / poor feature onboarding,99.0
51476,11476,2025-05-16,Switched to direct competitor,15.0
51477,11477,2025-03-04,Underutilization / poor feature onboarding,499.0
51478,11478,2025-01-28,Price is too high / Budget cuts,15.0
51480,11480,2025-01-13,Price is too high / Budget cuts,99.0
51481,11481,2024-04-03,Price is too high / Budget cuts,15.0
51486,11486,2025-05-21,Underutilization / poor feature onboarding,15.0
51491,11491,2022-10-09,Underutilization / poor feature onboarding,15.0
51498,11498,2024-11-13,Underutilization / poor feature onboarding,15.0
51499,11499,2025-12-16,Missing features or platform limitations,99.0
